RowID,Structure,Nitrosoimine,Nitrosated_hetSub_amine,N_in_aromatic_ring,Acyclic,piperidine,N4_sub_piperazine,N4_unsub_piperazine,morpholine,pyrrolidine,ring_size_3,ring_size_4,ring_size_5,ring_size_6,ring_size_7,Et_Me_only,Has_Et_Me,Has_a_CH2,Heterosubstituted_a_carbon,Multiple_nitroso,Has_t_butyl,Has_i_propyl,One_C_aromatic,Both_C_aromatic,Allylic_Or_Propargylic,Benzylic,Vinyl_or_Alkynyl,Has_b_EWG_strong,Has_b_EWG_weak,Has_a_Nitrile,Carboxylic_acid,Nitrosamine,Nitrosoamide,ring_size_8_plus,Nitrosourea,Nitrosoamidine,Nitrosocarbamate,Nitrosoguanidine,Nitrosated_primary_amine,Nitramine,Nitrosohydroxylamine,Nitroso_sulphonamide,pKaH of parent amine,activated feature,deactivated feature,overall potency category,Average Mass,CAS (Unique concatenate),CAS (Count),calculate_score
Row3714,Clc1ccc2Sc3ccccc3C(=CCCN(CCN(CCO)N=O)CC=O)c2c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.772817023,0,0,"no features from either list, medium",445.9628168,,0,2
Row3715,Clc1ccc2Sc3ccccc3C(=CCCN(CCN(CCO)CC=O)N=O)c2c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.328597726,0,0,"no features from either list, medium",445.9628168,,0,2
Row3716,ClC=1C=CC=CC=1C=2C=CC(C(C)C(OCC(N(CCN(C)N=O)CC=O)=O)=O)=CC=2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.222319229,1,0,potent feature,445.8968397,,0,1
Row3717,[H][C@](O)(CN(C[C@]([H])(O)[C@]1([H])Oc2ccc(F)cc2CC1)N=O)[C@@]3([H])Oc4ccc(F)cc4CC3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.12450078,0,0,"no features from either list, medium",434.4340053,,0,4
Row3718,[H][C@@](O)(CN(C[C@@]([H])(O)[C@@]1([H])Oc2ccc(F)cc2CC1)N=O)[C@]3([H])Oc4ccc(F)cc4CC3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.12450078,0,0,"no features from either list, medium",434.4340053,99200-09-6 [NON-SPECIFIC STEREOCHEMISTRY],1,4
Row3719,[H][C@@](O)(COc1ccc(F)c(F)c1)CN(CCC(N(C)c2nc3ccccc3s2)CC=O)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.362286617,0,0,"no features from either list, medium",478.5127938,,0,3
Row3720,FC=2C=CC=3NC(=O)/C(=C\C=1NC(C)=C(C(NCCN(CCCC=O)N=O)=O)C=1C)C=3C=2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.638302289,0,0,"no features from either list, medium",441.4563068,,0,2
Row3721,N(Cc1ccc(C(C)(C)C)cc1)(Cc2cccc3ccccc23)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.176670808,1,0,potent feature,332.4395792,101828-21-1,1,1
Row3722,[H][C@]6(O[C@]3([H])[C@]1([H])OC=4C(O)=CC=C5C[C@@]2([H])N(CC[C@]1([C@@]2([H])C=C3)C=45)N=O)O[C@@]([H])([C@]([H])(O)[C@@]([H])(O)[C@]6([H])O)C(O)=O,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.862199471,0,1,potency-reducing feature,476.4342235,,0,8
Row3723,N(CC)(CCC(C(C)=O)=C1c3ccccc3CCc2ccccc12)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.47727582,1,0,potent feature,348.4389841,,0,1
Row3724,N(CC)(C(C)C(CC=O)=C1c3ccccc3CCc2ccccc12)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.862860543,1,1,"both, medium but review",348.4389841,,0,3
Row3725,[H]C5(OC1c3ccccc3CCc2ccccc12)C[C@@]4([H])N([C@]([H])(CC4)C5)N=O,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.867166832,0,1,potency-reducing feature,348.4389841,604-51-3,1,
Row3726,[H][C@@]2(CN(C[C@@]([H])(CC=O)c1ccccc1)N=O)CCCc3c4OCOc4ccc23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.259632135,0,0,"no features from either list, medium",380.437794,148152-63-0,1,2
Row3727,[H][C@@]2(CN(CC[C@]([H])(C=O)c1ccccc1)N=O)CCCc3c4OCOc4ccc23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.56542683,0,0,"no features from either list, medium",380.437794,148152-63-0,1,2
Row3728,O1C(OC(C1(c2ccccc2)c3ccccc3)=O)CCN(CCCCC=O)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.066106767,0,0,"no features from either list, medium",396.4371989,23744-24-3,1,2
Row3729,[H][C@]12N(CC=4SC(CCC)=CC=4[C@]1([H])C=3C=C(OC(C)=O)C(OC(C)=O)=CC=3CC2)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.410026459,1,1,"both, medium but review",428.5019859,,0,4
Row3730,O(C)C(=O)c2ccccc2C(=O)c1ccc(OCCN(CCCCC=O)N=O)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.08197358,0,0,"no features from either list, medium",412.4366038,,0,2
Row3731,N(CCN(CC=O)c1cccc(C)c1)(CCc2nc3ccccc3cc2)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.780253395,0,0,"no features from either list, medium",376.4523905,,0,2
Row3732,N(CCN(N=O)c1cccc(C)c1)(CCc2nc3ccccc3cc2)CC=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.797180228,0,1,potency-reducing feature,376.4523905,,0,3
Row3733,OC(COc1ccccc1C#N)CN(C(C)(C)Cc2cnc3ccccc23)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.139487629,0,1,potency-reducing feature,391.4438547,71119-11-4,1,
Row3734,[H][C@]14N(C)CC[C@@]1(C)c5cc(OC(N2CCc3ccccc3C2)=O)ccc5N4N=O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.603369439,0,1,potency-reducing feature,392.4517955,,0,
Row3735,[H][C@]14N(CC[C@@]1(C)c5cc(OC(N2CCc3ccccc3C2)=O)ccc5N4C)N=O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.117732944,0,0,"no features from either list, medium",392.4517955,,0,5
Row3736,N(C)(CCC(CC=O)n2nc(c(Cc1ccccc1)c2=O)-c3ccccc3)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.844421404,1,0,potent feature,391.4438547,,0,fail to calculate
Row3737,N(C(CCN(CCC2=CNC=1C=CC=CC=12)N=O)CC=O)C(=O)C3=CC=CC=C3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.201640164,0,0,"no features from either list, medium",392.4517955,,0,2
Row3738,[H][C@]13CCN(C[C@@]1([H])C=2C=C(OC)C(OC)=CC=2C(=N3)C=4C=CC(NC(C)=O)=CC=4)N=O,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.529671392,0,0,"no features from either list, medium",408.4512004,,0,3
Row3739,[H][C@]2(N(CCCC=O)N=O)CC=3C=CC=CC=3[C@]2([H])N(C)C(CC=1C=CC=C(C=1)[N+]([O-])=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.960800232,0,1,potency-reducing feature,424.4506053,,0,4
Row3740,O(C)c4ccccc4N(CCN(CCc1cnc2cc3OCOc3cc12)N=O)CC=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.075523073,0,0,"no features from either list, medium",423.4426646,4448-96-8,1,2
Row3741,O(C)c4ccccc4N(CCN(CCc1cnc2cc3OCOc3cc12)CC=O)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.275589109,0,1,potency-reducing feature,423.4426646,4448-96-8,1,3
Row3742,O1CC(OC=2C=CC=CC1=2)CN(CCC3(N(CNC3=O)C4=CC=CC=C4)CC=O)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.580543726,0,0,"no features from either list, medium",424.4506053,,0,2
Row3743,O1CC(OC=2C=CC=CC1=2)CN4CCC(N(N=O)C3=CC=CC=C3)(CC4)C(NC=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.866995048,0,1,potency-reducing feature,424.4506053,,0,
Row3744,OCC(C)(C)C(Nc3ccc(NS(=O)(=O)c1cccc2c(N(C)N=O)cccc12)cc3)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.381000449,1,1,"both, medium but review",456.5153923,,0,1
Row3745,O(C)c3cc(CCN(N=O)c1nc2cc(OC)c(OC)cc2c(N)c1)c(C=O)cc3OC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.451979272,0,1,potency-reducing feature,440.4500102,,0,4
Row3746,O(C)c3cc(CN(N=O)c1nc2cc(OC)c(OC)cc2c(N)c1)c(CC=O)cc3OC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.876796367,1,1,"both, medium but review",440.4500102,,0,3
Row3747,O(C)C=1C=CC(=CC=1OC)C(N(CCN(N=O)C=2C=CC=3NC(CCC=3C=2)=O)CC=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.160180642,0,1,potency-reducing feature,440.4500102,,0,4
Row3748,OC(OCC)=NC=1C=CC=2SC=3C=CC=CC=3N(C(CCN(CCOCC=O)N=O)=O)C=2C=1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.089924464,0,0,"no features from either list, medium",472.5147972,,0,2
Row3749,[H][C@]23C[C@@]1([H])[C@]([H])(N(C)N=O)C(C(C(N)=O)C([C@@]1(O)C(C2C(=O)C4=C(O)C=CC(N(C)C)=C4C3)=O)=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.58727633,1,1,"both, medium but review",472.4488201,,0,3
Row3750,[H][C@]23C[C@@]1([H])[C@]([H])(N(C)C)C(C(C(N)=O)C([C@@]1(O)C(C2C(=O)C4=C(O)C=CC(N(C)N=O)=C4C3)=O)=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.330559939,1,1,"both, medium but review",472.4488201,,0,2
Row3751,[H][C@@](O)(C)[C@]1([H])[C@]4([H])N(C1=O)C(=C(S[C@]2([H])CN([C@]([H])(C2)C(NC=3C=CC=C(C=3)C(O)=O)=O)N=O)[C@@]4([H])C)C(O)=O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5.593980795,1,1,"both, medium but review",504.5136071,153832-46-3,1,10
Row3752,O1CC(N)(C1)CN(N=O)C4=NC(N2CCS(=O)(=O)C=3C=CC=CC=3C2)=NC=5C=CC(C)=CC4=5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.222051723,0,1,potency-reducing feature,468.5293938,,0,3
Row3753,[H][C@@]3(N1N=C(C(=C1N(C)N=O)C(N)=O)C#CC2=CC(OC)=CC(OC)=C2)CN(CC3)C(=O)C=C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.605969464,1,1,"both, medium but review",452.4640117,,0,2
Row3754,O1CC(N)(C1)CNC3=NC(N(CC=2C=CC=CC=2S(CC=O)(=O)=O)N=O)=NC=4C=CC(C)=CC3=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-6.986833394,1,1,"both, medium but review",484.5287987,,0,3
Row3755,O1CC(N)(C1)CNC3=NC(N(CCS(=O)(=O)C=2C=CC=CC=2C=O)N=O)=NC=4C=CC(C)=CC3=4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.363753109,0,1,potency-reducing feature,484.5287987,,0,4
Row3756,[H][C@]2(N(C[C@]([H])(O)C=1C=CC=C(Cl)C=1)N=O)CCC=3C=CC(OCC(OCC)=O)=CC=3C2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.243089397,0,1,potency-reducing feature,432.8980772,,0,5
Row3757,ClC1=CC=C(C=C1)C=4OC(/C=N/N3C=C(O)N(CCCCN2CCN(CC2)N=O)C3=O)=CC=4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.428214607,0,0,"no features from either list, medium",472.9254852,149908-53-2,1,3
Row3758,FC(F)(F)c1ccc2Sc3ccccc3N(CCCN(CCN(CCO)N=O)CC=O)c2c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.794573142,0,0,"no features from either list, medium",482.5197328,,0,2
Row3759,FC(F)(F)c1ccc2Sc3ccccc3N(CCCN(CCN(CCO)CC=O)N=O)c2c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.824394224,0,0,"no features from either list, medium",482.5197328,,0,2
Row3760,[H][C@@](NCCOC=1C=CC=CC=1OCC(F)(F)F)(C)CC=3C=C2CCN(N=O)C2=C(C=3)C(N)=O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.120800259,0,1,potency-reducing feature,466.4543507,,0,5
Row3761,FC=1C=CC(=CC=1)C(CCCN(CCC(O)(CC=O)C=2C=CC(C)=CC=2)N=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.812659032,0,0,"no features from either list, medium",400.4441379,,0,2
Row3762,FC3=CC=C(OCCCN(CCC1(N(CNC1=O)C2=CC=CC=C2)CC=O)N=O)C=C3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.723021741,0,0,"no features from either list, medium",428.4575443,,0,2
Row3763,FC3=CC=C(OCCCN2CCC(N(N=O)C1=CC=CC=C1)(CC2)C(NC=O)=O)C=C3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.753734223,0,1,potency-reducing feature,428.4575443,,0,
Row3764,Fc3ccc(OCC(O)CN(CCC(N(C)c1nc2ccccc2s1)CC=O)N=O)cc3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.507376995,0,0,"no features from either list, medium",460.5223313,,0,3
Row3765,[H][C@]2(Oc3cccc(N(CCN(CCNC(=O)c1ccc(F)cc1)CC=O)N=O)c3OC2)CO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.968889588,0,1,potency-reducing feature,460.4563542,,0,4
Row3766,[H][C@]2(Oc3cccc(N(CCN(CCNC(=O)c1ccc(F)cc1)N=O)CC=O)c3OC2)CO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.935448604,0,0,"no features from either list, medium",460.4563542,,0,2
Row3767,[H][C@@]1(N2C=C(C(O)=O)C(=O)C=3C=C(F)C(N(CCC(OC([C@]([H])(N)C)=O)CC=O)N=O)=C(CC1)C2=3)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.670655026,0,1,potency-reducing feature,476.4557591,,0,7
Row3768,FC1=CC=C(C=C1)C(C(CCN(CCCN2C=NC=3N(C)C(N(C)C(=O)C2=3)=O)N=O)CC=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.267998394,0,0,"no features from either list, medium",472.4703557,,0,2
Row3769,[H][C@@]1(N(CCCC1)N=O)CCC=3C=CC=CC=3NC(=O)C=CC=2C=CC=CC=2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.637810186,0,1,potency-reducing feature,363.4536281,951155-17-2,1,5
Row3770,[H][C@@]12N(CCc3c1n(C(=C[C@]2(CC)CCC=O)C(OCC)=O)c4ccccc34)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.794178422,1,1,"both, medium but review",395.4524379,,0,4
Row3771,O(CC)C(=O)C2=C[C@]1(CC)CCCN(CCc3c(C1=O)n2c4ccccc34)N=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.523114165,0,0,"no features from either list, medium",395.4524379,,0,2
Row3772,[H][C@]12N(CCC[C@@]1(CC)C=C(C(OCC)=O)n3c2c(CC=O)c4ccccc34)N=O,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.782264043,1,1,"both, medium but review",395.4524379,,0,4
Row3773,N(C)(CCCC(Cc2cnc3ccc(CCS(=O)(=O)c1ccccc1)cc23)=O)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.431823504,1,0,potent feature,426.5092842,,0,1
Row3774,[H][C@@](N(C)N=O)(CCC=O)Cc2cnc3ccc(CCS(=O)(=O)c1ccccc1)cc23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.891276805,1,1,"both, medium but review",426.5092842,,0,3
Row3775,[H][C@@]4(O[C@@]1([H])c3ccccc3N(C)S(=O)(=O)c2ccccc12)C[C@]([H])(N(C)N=O)CCC(C4)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.19039567,1,1,"both, medium but review",443.5166298,,0,3
Row3776,[H][C@]4(O[C@@]1([H])c3ccccc3N(C)S(=O)(=O)c2ccccc12)C[C@]([H])(N(C)N=O)CCC(C4)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.19039567,1,1,"both, medium but review",443.5166298,,0,3
Row3777,N1(CCC1)C(=O)c3cc(N(Cc2c(C)cccc2C)N=O)c4nc(C)c(C)n4c3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.483456564,1,1,"both, medium but review",391.4670345,2133852-18-1,1,3
Row3778,N(CCCN(CC)N=O)C(CN1N=CC(=C1C2=CC=CC=C2)C3=CC=CC=C3)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.302949487,1,0,potent feature,391.4670345,115436-73-2,1,1
Row3779,[H][C@](N(N=O)c1cc(C)nc2c(c(C)nn12)-c3ccc(OC)cc3C)(CC)c4nc(C)no4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.577058902,1,1,"both, medium but review",435.4798459,,0,
Row3780,N(CCC(CC=O)c1cnc2ccccc12)(CCn3cnc4n(C)c(=O)n(C)c(=O)c34)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.643965966,0,0,"no features from either list, medium",450.47131,,0,2
Row3781,[H][C@](O)(CNCc1ccc2n(CCCN(C)N=O)nnc2c1)c3ccc(O)c4nc(O)ccc34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.891038704,1,0,potent feature,451.4792508,,0,1
Row3782,[H][C@]15N(CCC#N)[C@]([H])(CC1)CC([H])(N(N=O)C=3N=C(NC2=NNC(C)=C2)C=C4N=CC=CC=34)C5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.129016426,0,1,potency-reducing feature,431.4944424,,0,
Row3783,[H]C5(NC=2N=C(N(N=O)C1=NNC(C)=C1)C=C3N=CC=CC=23)C[C@@]4([H])N(CCC#N)[C@]([H])(CC4)C5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.030692545,0,1,potency-reducing feature,431.4944424,,0,
Row3784,[H][C@@]4(NC=2N=C(NC1=NNC(C)=C1)C=C3N=CC=CC=23)C[C@]([H])(N(CCC#N)N=O)CCC(C4)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.635669324,0,1,potency-reducing feature,447.4938474,,0,3
Row3785,[H][C@]4(NC=2N=C(NC1=NNC(C)=C1)C=C3N=CC=CC=23)C[C@]([H])(N(CCC#N)N=O)CCC(C4)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.635669324,0,1,potency-reducing feature,447.4938474,,0,3
Row3786,S(C=3N=C(NC1=NNC(C)=C1)C=C(N2CCN(CC2)N=O)N=3)C5=CC=C(NC(C4CC4)=O)C=C5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.334976631,0,0,"no features from either list, medium",479.5586343,,0,3
Row3787,[H][C@](NC([C@]([H])(N)CC1=CC=C(N(CCCl)N=O)C=C1)=O)(CC2=CC=C(F)C=C2)C(OCC)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.484362401,1,1,"both, medium but review",464.9184227,,0,3
