RowID,Structure,Nitrosoimine,Nitrosated_hetSub_amine,N_in_aromatic_ring,Acyclic,piperidine,N4_sub_piperazine,N4_unsub_piperazine,morpholine,pyrrolidine,ring_size_3,ring_size_4,ring_size_5,ring_size_6,ring_size_7,Et_Me_only,Has_Et_Me,Has_a_CH2,Heterosubstituted_a_carbon,Multiple_nitroso,Has_t_butyl,Has_i_propyl,One_C_aromatic,Both_C_aromatic,Allylic_Or_Propargylic,Benzylic,Vinyl_or_Alkynyl,Has_b_EWG_strong,Has_b_EWG_weak,Has_a_Nitrile,Carboxylic_acid,Nitrosamine,Nitrosoamide,ring_size_8_plus,Nitrosourea,Nitrosoamidine,Nitrosocarbamate,Nitrosoguanidine,Nitrosated_primary_amine,Nitramine,Nitrosohydroxylamine,Nitroso_sulphonamide,pKaH of parent amine,activated feature,deactivated feature,overall potency category,Average Mass,CAS (Unique concatenate),CAS (Count),calculate_score
Row0,[H][C@@]13N(C[C@@]3([H])CN(C1)c2cnc(Cl)c(Cl)c2)N=O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.653855397,0,1,potency-reducing feature,273.1188595,,0,3
Row1,[H][C@]1(CN[C@]1([H])C=O)CN(N=O)c2cnc(Cl)c(Cl)c2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.813607233,0,1,potency-reducing feature,289.1182644,,0,4
Row2,[H][C@@]1(NC[C@@]1([H])C=O)CN(N=O)c2cnc(Cl)c(Cl)c2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.448466471,0,1,potency-reducing feature,289.1182644,,0,4
Row3,FC(F)(F)CSCC1NS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5.064905448,0,1,potency-reducing feature,454.8531121,96782-87-5 [SUPERSEDED],1,
Row4,N(CC#C)(Cc1ccccc1)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.511025395,1,0,potent feature,174.1995779,555-57-7,1,0
Row5,[H][C@]2(OC(=O)C=1SC=CC=1)CN([C@]([H])(C2)C(O)=O)N=O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8.434326895,1,1,"both, medium but review",270.2619846,,0,6
Row6,[O-][N+](=O)C1=CC(CN(CP(O)(O)=O)N=O)=C2NC(=O)C(O)=NC2=C1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.313356046,1,0,potent feature,359.1892835,,0,0
Row7,ClC=2C=CC(Cl)=C(N1CCN(CC1)N=O)C=2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.328533637,0,0,"no features from either list, medium",260.120097,,0,3
Row8,ClC2=CC=CC(N1CCN(CC1)N=O)=C2Cl,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.328533637,0,0,"no features from either list, medium",260.120097,2036070-48-9 [NO STRUCTURE GIVEN],1,3
Row9,Clc2cc(Cl)cc(N1CCN(CC1)N=O)c2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.449841192,0,0,"no features from either list, medium",260.120097,,0,3
Row10,ClC=1C=CC=2SCCCCN(N=O)C=2C=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.174618665,0,1,potency-reducing feature,242.7252432,,0,4
Row11,ClC1=CC=2N(C(NC(=O)C=2C=C1S(N)(=O)=O)CC)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.306684352,0,1,potency-reducing feature,318.7368644,,0,
Row12,ClC1=CC=2N(C(N(C)S(=O)(=O)C=2C=C1S(N)(=O)=O)C(OC)=O)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-4.703875964,0,1,potency-reducing feature,398.7998662,,0,
Row13,Fc2ccc(N1CCN(CC1)N=O)c(F)c2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6454682,0,0,"no features from either list, medium",227.2110282,,0,3
Row14,Fc2cc(F)cc(N(C1CN(C1)N=O)S(C)(=O)=O)c2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.96045428,0,0,"no features from either list, medium",291.2746251,,0,1
Row15,N1(CCC(=CC1)c2ncccc2)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8.527904377,1,0,potent feature,189.2142218,,0,3
Row16,S2CN(CN(Cc1ccccc1)C2=S)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.318314764,0,0,"no features from either list, medium",253.3437958,,0,4
Row17,OC(=N)N=NC=1C=C(C(O)C=O)C(N(C)N=O)=CC=1O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.020992062,1,1,"both, medium but review",281.225248,,0,2
Row18,OC(=N)N=NC=1C=C(CC(=O)S(O)(=O)=O)C(N(C)N=O)=CC=1O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.775997122,1,1,"both, medium but review",345.2888448,,0,2
Row19,Clc1ccc(OCCCN(C)N=O)c(Cl)c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.153579318,1,0,potent feature,263.1207395,,0,1
Row20,Clc2cccc(N1CCN(CC1)N=O)c2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.757753564,0,0,"no features from either list, medium",225.6751002,"19794-93-5, 52942-31-1, 4052-13-5, 83366-66-9",4,3
Row21,Clc2ccccc2N1CCN(CC1)N=O,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.636446009,0,0,"no features from either list, medium",225.6751002,,0,3
Row22,ClC=1C=CC=CC=1NC(CN(CC)N=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.935738438,1,0,potent feature,241.6745051,,0,2
Row23,Clc1ccc(C(OCCN(C)N=O)=O)cc1N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.572145266,1,0,potent feature,257.67391,,0,1
Row24,Clc2nc(SC1CCN(CC1)N=O)ccc2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.978613036,0,0,"no features from either list, medium",257.7398872,,0,3
Row25,FC=2C=CC(N1CCN(CC1)N=O)=CC=2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.920575558,0,0,"no features from either list, medium",209.2205658,103377-41-9,1,3
Row26,FC=2C=CC=CC=2N1CCN(CC1)N=O,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.790558579,0,0,"no features from either list, medium",209.2205658,,0,3
Row27,N(C)(CC=Cc1ccccc1)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.566886412,1,0,potent feature,176.2154594,,0,2
Row28,[H]/C(CN(C)N=O)=C(/[H])c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.566886412,1,0,potent feature,176.2154594,65472-88-0,1,2
Row29,N1(CCC(C1)C2=CC=CC=C2)N=O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.793119082,0,0,"no features from either list, medium",176.2154594,33743-96-3,1,4
Row30,[H][C@]1(CN(CC1)N=O)c2ccccc2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.793119082,0,0,"no features from either list, medium",176.2154594,148152-63-0,1,4
Row31,N(C)(C(C)C(=O)C1=CC=CC=C1)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.359884641,1,1,"both, medium but review",192.2148643,,0,3
Row32,O1COc2cc(CCN(C)N=O)ccc12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.446886433,1,0,potent feature,208.2142692,,0,1
Row33,O1COC=2C=C(OCCN(C)N=O)C=CC1=2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.580611832,1,0,potent feature,224.2136742,,0,1
Row34,N1CCN=C1CN(N=O)C=2C=CC=CC=2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.256315742,1,1,"both, medium but review",204.2288658,"501-62-2, 91-75-8",2,4
Row35,[H][C@]1(CN(CC1)N=O)/C([H])=C(\[H])c2cncnc2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.985517649,0,0,"no features from either list, medium",204.2288658,753015-44-0,1,4
Row36,N1(CCN(CC1)C(=O)c2ncccc2)N=O,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.147349041,0,0,"no features from either list, medium",220.2282707,,0,3
Row37,[H]/C(CCN(C)N=O)=C(/[H])c1cnccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.010684922,1,0,potent feature,191.2301033,15585-43-0,1,1
Row38,N1(CCN(CC1)c2ccccc2)N=O,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.065665937,0,0,"no features from either list, medium",191.2301033,"4004-94-8, 2208-51-7, 117067-01-3 [SUPERSEDED]",3,3
Row39,O(CCN(CC)N=O)C(=O)c1cnccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.026886164,1,0,potent feature,223.2289132,,0,1
Row40,O(CC)C(C/1C(S\C=2CN(CCC/1=2)N=O)=N)=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.670637135,1,0,potent feature,255.2937002,,0,3
Row41,O(CCN(CNC(=O)C=1N=CC=NC=1)N=O)CC=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.32708501,0,0,"no features from either list, medium",267.2417246,,0,2
Row42,[H][C@]24O[C@]1([H])COP(O)(O[C@]1([H])C(O)(O)[C@]4([H])NC=3C(O)=NC(N)=NC=3N2N=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.802951527,0,1,potency-reducing feature,392.2192139,,0,
Row43,[H][C@]24O[C@]1([H])COP(O)(O[C@]1([H])C(O)(O)[C@]4([H])N(N=O)C=3C(O)=NC(N)=NC=3N2)=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.137319539,0,1,potency-reducing feature,392.2192139,,0,
Row44,N(C)(C(C)Cc1ccccc1)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.753830155,1,1,"both, medium but review",178.2313409,,0,3
Row45,[H][C@](N(C)N=O)(C)Cc1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.753830155,1,1,"both, medium but review",178.2313409,"537-46-2, 156-08-1",2,3
Row46,[H][C@@](N(C)N=O)(C)Cc1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.753830155,1,1,"both, medium but review",178.2313409,,0,3
Row47,N(C)(CC(C)c1ccccc1)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.6812506,1,0,potent feature,178.2313409,6152-73-4 [SUPERSEDED],1,0
Row48,O(C)c1cccc(CCN(C)N=O)c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.464014081,1,0,potent feature,194.2307458,102268-75-7 [SUPERSEDED],1,1
Row49,OC(C(N(C)N=O)C)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.266397151,1,1,"both, medium but review",194.2307458,,0,4
Row50,[H][C@](N(C)N=O)(C)[C@@]([H])(O)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.266397151,1,1,"both, medium but review",194.2307458,90-82-4,1,4
Row51,[H][C@](N(C)N=O)(C)[C@]([H])(O)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.266397151,1,1,"both, medium but review",194.2307458,"15766-94-6, 48141-64-6",2,4
Row52,[H][C@@](N(C)N=O)(C)[C@@]([H])(O)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.266397151,1,1,"both, medium but review",194.2307458,90-81-3,1,4
Row53,Oc1ccc(CC(N(C)N=O)C)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.787316261,1,1,"both, medium but review",194.2307458,,0,3
Row54,O(CC(N(C)N=O)C)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.628685633,1,1,"both, medium but review",194.2307458,65236-29-5 [SUPERSEDED],1,3
Row55,OC(COc1ccccc1)CN(C)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.046195572,1,0,potent feature,210.2301507,,0,2
Row56,OC(CN(CC)N=O)c1cccc(O)c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.541727247,1,0,potent feature,210.2301507,10128-36-6 [SUPERSEDED],1,2
Row57,[H][C@@](OCC#C)(C1CCN(CC1)N=O)C=O,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.066170167,0,0,"no features from either list, medium",210.2301507,147025-53-4,1,3
Row58,[H][C@]1(OCC#C)CN(CCC1CC=O)N=O,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.924423868,0,0,"no features from either list, medium",210.2301507,147025-53-4,1,3
Row59,[H][C@](N(C)N=O)(C)[C@]([H])(O)c1ccc(O)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.299883256,1,1,"both, medium but review",210.2301507,,0,4
Row60,OC(C(N(C)N=O)C)c1ccc(O)c(O)c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.330578054,1,1,"both, medium but review",226.2295557,,0,4
Row61,[H][C@@]1(CC(O)=O)[C@]([H])(N(C[C@]1([H])C(C)=C)N=O)C(O)=O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9.917983982,1,1,"both, medium but review",242.2289606,,0,9
Row62,OC(CN(CC1=C(O)C(C)=NC=C1COP(O)(O)=O)N=O)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7.601670956,1,1,"both, medium but review",335.2076401,,0,3
Row63,[H][C@@]13N(CCC[C@]3([H])Cc2nncc2C1)N=O,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.273696067,0,1,potency-reducing feature,205.2368066,80373-22-4,1,5
Row64,N(CCCCC=O)(N=O)c1nccnc1C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.466034302,0,1,potency-reducing feature,222.2441522,2856-74-8,1,2
Row65,S1C(N)=NC(CCN(CC=C)N=O)=C1CC=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.88980578,1,0,potent feature,254.3089392,,0,1
Row66,S1C(N)=NC(CC=O)=C1CCN(CC=C)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.109678898,1,0,potent feature,254.3089392,,0,1
Row67,[H][C@@](C1CCN(CC1)N=O)(C=O)/C(=N/OC)C#N,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.396215154,0,0,"no features from either list, medium",238.2435572,159912-53-5,1,3
Row68,[H][C@@]1(CN(CCC1CC=O)N=O)/C(=N/OC)C#N,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.847539015,0,0,"no features from either list, medium",238.2435572,159912-53-5,1,3
Row69,NS(=O)(=O)c2ccc(N1CCN(CC1)N=O)cc2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.522173027,0,0,"no features from either list, medium",270.3083441,,0,3
Row70,N(C)(CCn1cnc2n(C)c(=O)n(C)c(=O)c12)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.601619321,1,0,potent feature,266.2569636,,0,1
Row71,O(CCCC)C2=NC=1N(CC(NC=1C(N)=N2)=O)N=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.720101232,1,1,"both, medium but review",266.2569636,,0,6
Row72,OCCN(N=O)c1nc2n(C)c(=O)n(C)c(=O)c2n1C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.445001211,0,1,potency-reducing feature,282.2563685,,0,4
Row73,ClC=2N=C(NC)N=C(N1CCN(CC1)N=O)C=2SC,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.986615255,0,0,"no features from either list, medium",302.7838191,,0,3
Row74,N(C)(C)CCN(N=O)c1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.737200899,0,1,potency-reducing feature,193.2459848,493-78-7,1,3
Row75,N(S(C)(=O)=O)c1ccc(CCN(C)N=O)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.20467792,1,0,potent feature,257.3095817,,0,1
Row76,O(CCN(C)N=O)c1ccc(NS(C)(=O)=O)cc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.584474842,1,0,potent feature,273.3089866,,0,1
Row77,OC(CN(C)N=O)c1cccc(NS(C)(=O)=O)c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.371643693,1,0,potent feature,273.3089866,3254-78-2 [ALTERNATIVE],1,2
Row78,[H][C@@]1(N(CC)N=O)C[C@]([H])(C)S(=O)(=O)c2c1cc(S(N)(=O)=O)s2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.946865959,1,1,"both, medium but review",353.4379655,120279-96-1,1,2
Row79,O(CN1C(CN(CC1=O)N=O)=O)C(OCC(C)C)=O,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.271872265,1,0,potent feature,273.2430095,,0,5
Row80,N(C)(CC1CCc2c(C1)nc(C)s2)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.470388683,1,0,potent feature,225.3107718,,0,1
Row81,N(C)(CC=CC#CC(C)(C)C)N=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.223259039,1,0,potent feature,180.2472224,,0,1
Row82,[H][C@@]1(O[C@@](CS1)(C2CCN(CC2)N=O)C=O)C,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.966402994,0,0,"no features from either list, medium",244.3108192,107233-08-9,1,3
Row83,[H][C@@]1(O[C@]2(CS1)CN(CCC2CC=O)N=O)C,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.984267242,0,0,"no features from either list, medium",244.3108192,107233-08-9,1,3
Row84,OCC1(N(CCC(CC=O)C1=O)N=O)COC,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.087381403,0,1,potency-reducing feature,244.2448421,5291-32-7,1,
Row85,OC(C1N(C(SC1)CCSCC(OCC)=O)N=O)=O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5.784885941,1,1,"both, medium but review",308.3744161,,0,
Row86,[H][C@]1(N(CCC)N=O)CCC=2N=C(SC=2C1)N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.294775642,0,1,potency-reducing feature,240.3254158,,0,2
Row87,[H][C@@]1(N(CCC)N=O)CCC=2N=C(SC=2C1)N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.294775642,0,1,potency-reducing feature,240.3254158,,0,2
